Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,Population,Churn_Binary,City_Target_Encoded,PaymentMethod_Freq_Encoded,Monthly_To_Tenure_Ratio,Revenue_Per_Capita_Index,Tenure_Years,Tenure_Cohort,Tenure in Months_Scaled,Monthly Charge_Scaled,City_Target_Encoded_Scaled,Monthly_To_Tenure_Ratio_Scaled
0305-SQECB,Female,54,No,1,Gardena,90248,33.876482,-118.284077,0,11,,No,0.0,,Yes,DSL,17.0,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,36.05,402.6,0.0,100,0.0,502.6,Stayed,,,9960.0,0,0.07142857142857142,0.38971544128268093,3.0041666666666664,0.05045678144764582,0.9166666666666666,0-1 Yr,-0.8734339633803818,-0.9547201037614415,-0.9875291964258509,-0.3152437006930197
0306-JAELE,Male,61,No,0,Fallbrook,92028,33.362575,-117.299644,0,5,,Yes,31.09,No,Yes,Fiber Optic,11.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,453.4,0.0,0,155.45,608.85,Churned,Competitor,Competitor made better offer,42239.0,1,0.6190476190476191,0.5556839520439116,16.016666666666666,0.0144140625,0.4166666666666667,0-1 Yr,-1.1179542664698126,1.0399292642981284,1.7970656506175147,1.204419104199721
0307-BCOPK,Female,62,No,0,San Francisco,94134,37.721052,-122.413573,0,16,Offer D,Yes,41.51,No,No,,0.0,,,,,,,,,One Year,No,Credit Card,19.05,326.65,0.0,0,664.16,990.81,Stayed,,,40137.0,0,0.30097087378640774,0.38971544128268093,1.1205882352941177,0.02468508645174149,1.3333333333333333,1-2 Yrs,-0.6696670441391894,-1.5194001913053663,0.17967328694859472,-0.535217117196772
0308-GIQJT,Male,80,No,0,San Diego,92126,32.886925,-117.152162,0,71,,Yes,6.1,Yes,Yes,Fiber Optic,9.0,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,105.75,7382.85,0.0,0,433.1,7815.95,Stayed,,,74232.0,0,0.6474820143884892,0.5556839520439116,1.46875,0.10528942653536837,5.916666666666667,4+ Yrs,1.5717690675139262,1.3604682551686507,1.9416520580648708,-0.49455709922102964
0308-IVGOK,Female,23,No,0,Santa Ana,92703,33.748635,-117.906125,0,11,,No,0.0,,Yes,DSL,59.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,40.4,422.6,0.0,0,0.0,422.6,Stayed,,,70011.0,0,0.2727272727272727,0.38971544128268093,3.3666666666666667,0.006036108095755013,0.9166666666666666,0-1 Yr,-0.8734339633803818,-0.8102284343016724,0.036057051696809034,-0.27290919412059944
0310-MVLET,Female,63,Yes,0,Snelling,95369,37.521708,-120.426843,1,61,,Yes,49.33,Yes,Yes,Fiber Optic,7.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,6010.05,0.0,0,3009.13,9019.18,Churned,Dissatisfaction,Service dissatisfaction,1158.0,1,0.5,0.5556839520439116,1.599193548387097,7.781863675582398,5.083333333333333,4+ Yrs,1.1642352290315416,1.1412395152986565,1.1917189447385221,-0.4793232695478617
0310-SUCIN,Female,50,Yes,0,Darwin,93522,36.319181,-117.593053,2,71,,Yes,23.06,No,Yes,Cable,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.8,6046.1,0.0,0,1637.26,7683.36,Stayed,,,64.0,0,0.0,0.5556839520439116,1.1777777777777778,118.20553846153845,5.916666666666667,4+ Yrs,1.5717690675139262,0.6645830884601079,-1.3507372199532464,-0.5285382453011906
0310-VQXAM,Male,56,No,0,San Bernardino,92404,34.183286,-117.221722,0,9,,Yes,40.74,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,19.85,178.8,0.0,0,366.66,545.46,Stayed,,,53636.0,0,0.2857142857142857,0.38971544128268093,1.985,0.010169472565579731,0.75,0-1 Yr,-0.9549407310768587,-1.4928270107150639,0.10209487415633552,-0.4342669226196173
0311-QYWSS,Female,63,No,0,Garberville,95542,40.057784,-123.679461,0,6,,Yes,39.16,No,Yes,DSL,8.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,314.6,0.0,0,234.96,549.56,Stayed,,,2423.0,0,0.25,0.5556839520439116,7.064285714285715,0.2267161716171617,0.5,0-1 Yr,-1.0772008826215742,-0.509619328873877,-0.07950913760736215,0.15891667587591068
0311-UNPFF,Female,58,No,0,Long Beach,90807,33.830099,-118.182239,0,26,,Yes,38.09,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.8,2274.35,0.0,50,990.34,3314.69,Churned,Dissatisfaction,Service dissatisfaction,31556.0,1,0.23728813559322035,0.5556839520439116,3.2888888888888888,0.10503818487181925,2.1666666666666665,2-4 Yrs,-0.26213320565680476,0.7974489914116196,-0.14414785365884777,-0.28199245989859
0314-TKOSI,Female,29,No,0,Upland,91784,34.141146,-117.655583,0,6,Offer E,Yes,6.98,No,Yes,Cable,30.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.15,322.9,0.0,0,41.88,364.78,Stayed,,,23331.0,0,0.0,0.054600606673407485,7.878571428571428,0.015634321961254926,0.5,0-1 Yr,-1.0772008826215742,-0.3202854171679728,-1.3507372199532464,0.25401290738834226
0315-LVCRK,Male,54,No,0,El Dorado Hills,95762,38.684437,-121.055634,0,11,,Yes,30.57,No,Yes,Fiber Optic,15.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.8,888.75,0.0,0,336.27,1225.02,Stayed,,,22028.0,0,0.0,0.5556839520439116,7.066666666666666,0.05560942394116846,0.9166666666666666,0-1 Yr,-0.8734339633803818,0.6645830884601079,-1.3507372199532464,0.1591947350323797
0318-QUUOB,Male,25,Yes,0,Santa Rosa,95403,38.488431,-122.752839,1,1,,Yes,43.67,No,Yes,Fiber Optic,73.0,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,0.0,0,43.67,124.22,Churned,Competitor,Competitor had better devices,40270.0,1,0.4583333333333333,0.5556839520439116,40.275,0.0030846018226515356,0.08333333333333333,0-1 Yr,-1.2809678018627664,0.5234130665741267,0.9798475976808746,4.037424819885132
0318-ZOPWS,Female,31,Yes,0,Malibu,90265,34.074572,-118.831181,10,49,,Yes,2.82,No,No,,0.0,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.15,973.35,0.0,0,138.18,1111.53,Stayed,,,19630.0,0,0.1111111111111111,0.5556839520439116,0.40299999999999997,0.05662116040955631,4.083333333333333,4+ Yrs,0.67519462285268,-1.4828620679937006,-0.7857469611328535,-0.6190205485439453
0319-QZTCO,Female,25,Yes,2,Santa Rosa,95401,38.460517,-122.790335,9,3,Offer E,Yes,11.47,No,Yes,DSL,51.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,58.7,168.6,0.0,0,34.41,203.01,Joined,,,36125.0,0,0.4583333333333333,0.38971544128268093,14.675,0.005619498422189005,0.25,0-1 Yr,-1.1994610341662895,-0.20236692829850603,0.9798475976808746,1.0477327695293843
0320-DWVTU,Female,46,No,0,Riverdale,93656,36.452211,-119.94575,0,53,Offer B,Yes,43.57,No,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.5,5424.25,0.0,0,2309.21,7733.46,Stayed,,,5729.0,0,0.25,0.38971544128268093,1.8425925925925926,1.3496439790575916,4.416666666666667,4+ Yrs,0.8382081582456339,1.1528652818069136,-0.07950913760736215,-0.45089794972265246
0320-JDNQG,Male,28,Yes,0,Oxnard,93035,34.18454,-119.224666,1,23,,Yes,37.95,No,Yes,Fiber Optic,27.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,2331.3,0.0,0,872.85,3204.15,Churned,Other,Don't know,25322.0,1,0.25,0.5556839520439116,4.160416666666666,0.12653121668048808,1.9166666666666667,1-2 Yrs,-0.3843933572015202,1.1644910483151707,-0.07950913760736215,-0.18021122283271374
0322-CHQRU,Male,63,No,0,Palmdale,93591,34.598221,-117.79593,0,2,,Yes,25.49,No,Yes,DSL,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.35,89.5,0.0,0,50.98,140.48,Churned,Competitor,Competitor had better devices,6787.0,1,0.375,0.5556839520439116,15.116666666666667,0.020695344725987035,0.16666666666666666,0-1 Yr,-1.240214418014528,-0.6458068793991765,0.55610490356558,1.099312743054402
0322-YINQP,Male,37,No,0,Covina,91723,34.084747,-117.886844,0,1,,Yes,11.35,No,Yes,DSL,9.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.55,48.55,0.0,0,11.35,59.9,Churned,Attitude,Attitude of support person,17554.0,1,0.2,0.38971544128268093,24.275,0.003412133295357448,0.08333333333333333,0-1 Yr,-1.2809678018627664,-0.5395141570379672,-0.33375475407653893,2.1688672884127893
0323-XWWTN,Male,44,No,1,San Lucas,93954,36.125529,-120.864443,0,3,,Yes,33.87,Yes,No,,0.0,,,,,,,,,Two Year,Yes,Credit Card,26.4,121.25,0.0,0,101.61,222.86,Joined,,,521.0,0,0.5,0.38971544128268093,6.6,0.42693486590038315,0.25,0-1 Yr,-1.1994610341662895,-1.2752590946319635,1.1917189447385221,0.10469514036443635
0324-BRPCJ,Female,74,Yes,0,Palmdale,93591,34.598221,-117.79593,1,68,,Yes,21.33,Yes,Yes,Cable,24.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,6851.65,0.0,0,1450.44,8302.09,Churned,Competitor,Competitor offered more data,6787.0,1,0.375,0.5556839520439116,1.4521739130434783,1.2230539186800236,5.666666666666667,4+ Yrs,1.449508915969211,1.1761168148234282,0.55610490356558,-0.49649293497883895
0325-XBFAC,Male,44,No,0,Hoopa,95546,41.163637,-123.704841,0,8,,Yes,19.49,No,Yes,Fiber Optic,10.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.7,740.3,0.0,80,155.92,976.22,Churned,Competitor,Competitor offered more data,3041.0,1,0.25,0.5556839520439116,10.522222222222222,0.320913872452334,0.6666666666666666,0-1 Yr,-0.9956941149250972,0.9934261982650997,-0.07950913760736215,0.5627512574545314
0326-VDYXE,Female,21,Yes,0,Long Beach,90802,33.752524,-118.210737,9,70,Offer A,Yes,16.66,Yes,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,97.65,6982.5,0.0,80,1166.2,8228.7,Stayed,,,38427.0,0,0.23728813559322035,0.5556839520439116,1.3753521126760564,0.21413292390964922,5.833333333333333,4+ Yrs,1.5310156836656879,1.0914148016918397,-0.14414785365884777,-0.5054645570824522
0327-WFZSY,Male,62,Yes,3,Samoa,95564,40.809636,-124.189977,9,39,Offer C,Yes,17.29,Yes,Yes,Fiber Optic,75.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.0,3835.55,0.0,0,674.31,4509.86,Stayed,,,395.0,0,0.25,0.5556839520439116,2.5,11.388535353535353,3.25,2-4 Yrs,0.26766078437029533,1.1694735196758526,-0.07950913760736215,-0.3741227270753513
0328-GRPMV,Female,43,No,0,Burnt Ranch,95527,40.854512,-123.450097,0,1,,Yes,17.37,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,70.1,0.0,0,17.37,87.47,Churned,Competitor,Competitor had better devices,485.0,1,0.25,0.5556839520439116,35.05,0.17997942386831275,0.08333333333333333,0-1 Yr,-1.2809678018627664,0.17630089511330216,-0.07950913760736215,3.4272240010136947
0329-GTIAJ,Female,40,No,0,Garden Grove,92844,33.766476,-117.969795,0,3,,Yes,30.18,No,Yes,Fiber Optic,7.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.9,315.3,0.0,0,90.54,405.84,Churned,Price,Price too high,23481.0,1,0.2,0.5556839520439116,24.475,0.01728302529597138,0.25,0-1 Yr,-1.1994610341662895,1.0997189206263092,-0.33375475407653893,2.192224257556194
0330-BGYZE,Male,48,Yes,0,Milford,96121,40.181279,-120.392967,8,60,Offer B,Yes,19.22,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.5,6157.6,0.0,0,1153.2,7310.8,Stayed,,,481.0,0,0.0,0.5556839520439116,1.680327868852459,15.167634854771785,5.0,4+ Yrs,1.123481845183303,1.2525147090205475,-1.3507372199532464,-0.4698480104499591
0330-IVZHA,Female,55,Yes,0,Anderson,96007,40.448632,-122.306657,1,5,Offer E,Yes,17.08,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.95,330.15,0.0,0,85.4,415.55,Churned,Attitude,Attitude of service provider,21418.0,1,0.5,0.5556839520439116,11.658333333333333,0.019400999112937113,0.4166666666666667,0-1 Yr,-1.1179542664698126,0.17131842375262074,1.1917189447385221,0.6954318182830362
0334-GDDSO,Male,77,No,0,San Diego,92122,32.85723,-117.209774,0,3,Offer E,Yes,9.22,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.35,233.7,0.0,0,27.66,261.36,Churned,Competitor,Competitor made better offer,34902.0,1,0.6474820143884892,0.5556839520439116,20.3375,0.007488181531673495,0.25,0-1 Yr,-1.1994610341662895,0.5499862471644289,1.9416520580648708,1.7090269584020177
0334-ZFJSR,Female,41,Yes,0,San Diego,92123,32.808814,-117.134694,0,55,,Yes,35.38,Yes,Yes,Cable,13.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,66.05,3462.1,44.53,150,1945.9,5513.47,Stayed,,,25232.0,0,0.6474820143884892,0.38971544128268093,1.1794642857142856,0.21850235802322357,4.583333333333333,4+ Yrs,0.9197149259421108,0.04177416837489661,1.9416520580648708,-0.5283412867320252
0336-KXKFK,Male,43,No,0,Santa Margarita,93453,35.303926,-120.256567,0,72,,No,0.0,,Yes,DSL,6.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,61.2,4390.25,0.0,0,0.0,4390.25,Stayed,,,2687.0,0,0.0,0.38971544128268093,0.8383561643835616,1.6332775297619047,6.0,4+ Yrs,1.6125224513621648,-0.11932573895381118,-1.3507372199532464,-0.5681775460544567
0336-PIKEI,Male,69,Yes,0,Orange,92869,33.792791,-117.789749,7,72,Offer A,Yes,5.27,No,Yes,DSL,9.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,74.4,5360.75,0.0,140,379.44,5880.19,Stayed,,,37916.0,0,0.15789473684210525,0.5556839520439116,1.0191780821917809,0.15508057072025738,6.0,4+ Yrs,1.6125224513621648,0.3191317407861777,-0.5478563258400564,-0.5470602862809679
0337-CNPZE,Female,63,No,0,Los Angeles,90033,34.050198,-118.210946,0,41,,Yes,10.43,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.3,4443.45,0.0,130,427.63,5001.08,Churned,Price,Price too high,49431.0,1,0.2682926829268293,0.5556839520439116,2.530952380952381,0.10117090144036252,3.4166666666666665,2-4 Yrs,0.34916755206677225,1.3787373168244834,0.013507551344775798,-0.3705079580412531
0343-QLUZP,Male,38,No,0,San Jose,95111,37.284265,-121.827673,0,60,Offer B,No,0.0,,Yes,DSL,25.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,39.6,2424.5,38.46,0,0.0,2386.04,Stayed,,,57748.0,0,0.25892857142857145,0.5556839520439116,0.6491803278688525,0.04131742540996381,5.0,4+ Yrs,1.123481845183303,-0.8368016148919747,-0.0341081346664376,-0.5902704169352155
0345-HKJVM,Female,43,No,0,San Diego,92109,32.787836,-117.232376,0,6,,Yes,2.6,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.3,577.6,0.0,0,15.6,593.2,Churned,Other,Don't know,46086.0,1,0.6474820143884892,0.5556839520439116,12.757142857142856,0.012871308611973008,0.5,0-1 Yr,-1.0772008826215742,0.8140572292805586,1.9416520580648708,0.8237561189935252
0345-XMMUG,Female,29,Yes,0,Ione,95640,38.33788,-120.954202,6,46,,Yes,2.0,Yes,Yes,Fiber Optic,48.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.9,4854.3,0.0,0,92.0,4946.3,Stayed,,,9752.0,0,0.0,0.38971544128268093,2.317021276595745,0.5071567722751974,3.8333333333333335,2-4 Yrs,0.5529344713079646,1.4651001537429664,-1.3507372199532464,-0.3954918690576148
0347-UBKUZ,Female,46,No,0,San Mateo,94404,37.556094,-122.272437,0,15,,Yes,2.74,No,No,,0.0,,,,,,,,,Month-to-Month,No,Mailed Check,19.9,320.45,0.0,0,41.1,361.55,Stayed,,,31882.0,0,0.3125,0.054600606673407485,1.24375,0.011339899005739736,1.25,1-2 Yrs,-0.7104204279874279,-1.49116618692817,0.2382978829791089,-0.5208336895073594
0348-SDKOL,Female,33,Yes,0,San Diego,92117,32.825086,-117.199424,1,58,,Yes,3.51,Yes,Yes,Fiber Optic,28.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,102.1,5885.4,0.0,100,203.58,6188.98,Churned,Competitor,Competitor made better offer,51213.0,1,0.6474820143884892,0.38971544128268093,1.730508474576271,0.12084547194126605,4.833333333333333,4+ Yrs,1.0419750774868262,1.2392281187253962,1.9416520580648708,-0.46398767615251696
0354-VXMJC,Male,60,Yes,3,Los Angeles,90034,34.030578,-118.399613,10,23,,Yes,34.04,No,No,,0.0,,,,,,,,,Two Year,No,Credit Card,19.6,426.65,0.0,0,782.92,1209.57,Stayed,,,58218.0,0,0.2682926829268293,0.38971544128268093,0.8166666666666668,0.020776207080162833,1.9166666666666667,1-2 Yrs,-0.3843933572015202,-1.5011311296495333,0.013507551344775798,-0.570710550699004
0354-WYROK,Female,70,Yes,0,San Francisco,94130,37.820894,-122.369725,1,31,Offer C,Yes,47.95,No,Yes,Fiber Optic,21.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,2911.3,0.0,0,1486.45,4397.75,Churned,Other,Don't know,1458.0,1,0.30097087378640774,0.5556839520439116,3.090625,3.0142220699108977,2.5833333333333335,2-4 Yrs,-0.05836628641561243,1.132935396364187,0.17967328694859472,-0.30514667757373554
0356-ERHVT,Male,54,Yes,0,Santa Cruz,95062,36.974575,-121.991149,1,11,Offer D,Yes,12.95,No,Yes,Cable,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.9,521.9,0.0,0,142.45,664.35,Stayed,,,36631.0,0,0.25,0.5556839520439116,3.8249999999999997,0.018135782922035378,0.9166666666666666,0-1 Yr,-0.8734339633803818,-0.6275378177433437,-0.07950913760736215,-0.219382806500298
0356-OBMAC,Female,80,No,0,Winchester,92596,33.657433,-117.04254,0,56,,Yes,17.33,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.9,5706.3,0.0,0,970.48,6676.78,Stayed,,,4093.0,0,0.0,0.5556839520439116,1.7526315789473685,1.6308695652173912,4.666666666666667,4+ Yrs,0.9604683097903493,1.166151872102065,-1.3507372199532464,-0.4614040328217568
0357-NVCRI,Female,41,No,3,El Cajon,92021,32.832706,-116.873258,0,25,Offer C,Yes,12.87,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,20.05,471.7,0.0,0,321.75,793.45,Stayed,,,61872.0,0,0.0,0.38971544128268093,0.7711538461538462,0.012823848851680055,2.0833333333333335,2-4 Yrs,-0.3028865895050432,-1.4861837155674884,-1.3507372199532464,-0.5760257584207402
0362-RAOQO,Female,48,No,0,Norco,92860,33.925833,-117.559639,0,40,,Yes,26.03,No,No,,0.0,,,,,,,,,Two Year,No,Credit Card,19.65,830.25,0.0,0,1041.2,1871.45,Stayed,,,22443.0,0,0.25,0.38971544128268093,0.4792682926829268,0.0833830867937979,3.3333333333333335,2-4 Yrs,0.3084141682185338,-1.4994703058626395,-0.07950913760736215,-0.6101135677498689
0362-ZBZWJ,Male,46,No,0,Thornton,95686,38.157794,-121.520223,0,36,,Yes,24.66,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,3067.2,0.0,0,887.76,3954.96,Churned,Attitude,Attitude of service provider,1472.0,1,0.5,0.5556839520439116,2.294594594594595,2.684969450101833,3.0,2-4 Yrs,0.1454006328255799,0.667904736033896,1.1917189447385221,-0.3981109656550638
0363-QJVFX,Male,22,No,0,Lake Hughes,93532,34.659579,-118.584212,0,32,Offer C,Yes,27.69,Yes,Yes,Fiber Optic,73.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,108.15,3432.9,0.0,0,886.08,4318.98,Churned,Attitude,Attitude of service provider,2771.0,1,0.5,0.38971544128268093,3.2772727272727273,1.558073593073593,2.6666666666666665,2-4 Yrs,-0.01761290256737396,1.440187796939558,1.1917189447385221,-0.2833490515407574
0363-SVHYR,Male,28,Yes,3,Paramount,90723,33.897122,-118.164432,10,71,Offer A,Yes,10.11,Yes,Yes,DSL,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.85,6263.8,0.0,0,717.81,6981.61,Stayed,,,55306.0,0,0.2,0.5556839520439116,1.2062499999999998,0.12623374979658994,5.916666666666667,4+ Yrs,1.5717690675139262,0.7326768637227575,-0.33375475407653893,-0.5252131212217478
0365-BZUWY,Male,58,Yes,0,San Juan Capistrano,92675,33.521447,-117.602555,2,17,Offer D,Yes,10.11,Yes,Yes,Fiber Optic,2.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.55,1742.5,0.0,0,171.87,1914.37,Stayed,,,34321.0,0,0.0,0.5556839520439116,5.697222222222222,0.05577676126099877,1.4166666666666667,1-2 Yrs,-0.628913660290951,1.2541755328074413,-1.3507372199532464,-0.0007356231300968434
0365-GXEZS,Male,55,Yes,0,Copperopolis,95228,37.943954,-120.67108,6,18,Offer D,Yes,31.79,No,Yes,Fiber Optic,19.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.2,1468.75,0.0,0,572.22,2040.97,Stayed,,,2633.0,0,0.0,0.5556839520439116,4.11578947368421,0.7748557327258921,1.5,1-2 Yrs,-0.5881602764427125,0.4453543485901137,-1.3507372199532464,-0.18542300267995362
0365-TRTPY,Female,52,No,0,Covina,91724,34.08111,-117.853935,0,37,,Yes,11.73,Yes,Yes,Fiber Optic,30.0,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,91.2,3382.3,0.0,0,434.01,3816.31,Stayed,,,25068.0,0,0.2,0.5556839520439116,2.4,0.15223223902030397,3.0833333333333335,2-4 Yrs,0.18615401667381837,0.8771685331825269,-0.33375475407653893,-0.3858012116470535
0366-NQSHS,Male,42,No,0,Colusa,95932,39.273096,-122.050763,0,2,,Yes,44.34,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,19.35,46.35,0.0,0,88.68,135.03,Joined,,,7503.0,0,0.25,0.38971544128268093,6.45,0.017994402985074626,0.16666666666666666,0-1 Yr,-1.240214418014528,-1.5094352485840028,-0.07950913760736215,0.0871774135068832
0369-ZGOVK,Female,56,Yes,2,Cypress,90630,33.818477,-118.038307,6,28,Offer C,Yes,12.94,No,Yes,Fiber Optic,24.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.4,1992.2,0.0,0,362.32,2354.52,Stayed,,,47344.0,0,0.0,0.5556839520439116,2.427586206896552,0.049731122610624144,2.3333333333333335,2-4 Yrs,-0.18062643796032782,0.1862658378346659,-1.3507372199532464,-0.3825795607307218
0373-AIVNJ,Male,34,No,0,Sacramento,95814,38.584505,-121.491956,0,9,Offer E,No,0.0,,Yes,Cable,19.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,39.55,373.0,0.0,0,0.0,373.0,Stayed,,,16599.0,0,0.24299065420560748,0.38971544128268093,3.9549999999999996,0.022469879518072288,0.75,0-1 Yr,-0.9549407310768587,-0.8384624386788687,-0.11515104645818135,-0.20420077655708524
0374-AACSZ,Female,63,No,0,Lancaster,93534,34.727529,-118.153098,0,1,Offer E,Yes,38.33,No,Yes,DSL,24.0,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.15,50.15,0.0,50,38.33,138.48,Joined,,,35109.0,0,0.4166666666666667,0.5556839520439116,25.075,0.003944175448590145,0.08333333333333333,0-1 Yr,-1.2809678018627664,-0.4863677958573625,0.7679762506232274,2.2622951649864067
0374-FIUCA,Male,59,Yes,0,Orange,92867,33.81859,-117.821288,1,65,,Yes,23.46,No,No,,0.0,,,,,,,,,Two Year,Yes,Credit Card,20.4,1414.45,0.0,0,1524.9,2939.35,Stayed,,,40915.0,0,0.15789473684210525,0.38971544128268093,0.3090909090909091,0.07183864502883958,5.416666666666667,4+ Yrs,1.3272487644244955,-1.474557949059231,-0.5478563258400564,-0.6299877072371892
0374-IOEGQ,Female,62,No,0,Gonzales,93926,36.52588,-121.396719,0,3,,Yes,15.59,No,Yes,Cable,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.6,122.7,0.0,0,46.77,169.47,Joined,,,9023.0,0,0.0,0.5556839520439116,11.15,0.018779920212765956,0.25,0-1 Yr,-1.1994610341662895,-0.670719236202585,-1.3507372199532464,0.6360661883768838
0375-HVGXO,Female,31,No,0,Los Angeles,90045,33.954017,-118.402447,0,1,Offer E,No,0.0,,Yes,DSL,8.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,34.7,0.0,0,0.0,34.7,Churned,Other,Don't know,39334.0,1,0.2682926829268293,0.5556839520439116,17.35,0.0008821660099148342,0.08333333333333333,0-1 Yr,-1.2809678018627664,-0.9995623460075764,0.013507551344775798,1.3601322318224165
0376-OIWME,Male,24,Yes,0,San Ysidro,92173,32.555828,-117.040073,3,36,Offer C,Yes,41.33,No,Yes,Fiber Optic,41.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.6,3366.05,16.56,0,1487.88,4837.37,Stayed,,,28488.0,0,0.2,0.5556839520439116,2.5297297297297296,0.1697978167011829,3.0,2-4 Yrs,0.1454006328255799,0.9568880749534336,-0.33375475407653893,-0.3706507451756561
